category,product,month,year,price
uk-domestic-mill-prices,Coloured best pams,May,2012,97 - 102
uk-domestic-mill-prices,Coloured best pams,June,2012,100 - 105
uk-domestic-mill-prices,Coloured best pams,July,2012,100 - 105
uk-domestic-mill-prices,Coloured best pams,August,2012,95 - 102
uk-domestic-mill-prices,Coloured best pams,September,2012,90 - 100
uk-domestic-mill-prices,Coloured best pams,October,2012,95 - 102
uk-domestic-mill-prices,Coloured best pams,November,2012,95 - 100
uk-domestic-mill-prices,Coloured best pams,December,2012,98 - 105
uk-domestic-mill-prices,Multigrade,January,2012,105 - 115
uk-domestic-mill-prices,Multigrade,February,2012,118 - 128
uk-domestic-mill-prices,Multigrade,March,2012,120 - 128
uk-domestic-mill-prices,Multigrade,April,2012,120 - 128
uk-domestic-mill-prices,Multigrade,May,2012,120 - 128
uk-domestic-mill-prices,Multigrade,June,2012,98 - 108
uk-domestic-mill-prices,Multigrade,July,2012,100 - 105
uk-domestic-mill-prices,Multigrade,August,2012,95 - 102
uk-domestic-mill-prices,Multigrade,September,2012,95 - 100
uk-domestic-mill-prices,Multigrade,October,2012,103 - 110
uk-domestic-mill-prices,Multigrade,November,2012,100 - 110
uk-domestic-mill-prices,Multigrade,December,2012,100 - 110
uk-domestic-mill-prices,Light letter,January,2012,125 - 135
uk-domestic-mill-prices,Light letter,February,2012,125 - 135
uk-domestic-mill-prices,Light letter,March,2012,130 - 135
uk-domestic-mill-prices,Light letter,April,2012,130 - 135
uk-domestic-mill-prices,Light letter,May,2012,115 - 120
uk-domestic-mill-prices,Light letter,June,2012,115 - 120
uk-domestic-mill-prices,Light letter,July,2012,120 - 125
uk-domestic-mill-prices,Light letter,August,2012,120 - 125
uk-domestic-mill-prices,Light letter,September,2012,120 - 125
uk-domestic-mill-prices,Light letter,October,2012,120 - 125
uk-domestic-mill-prices,Light letter,November,2012,125 - 130
uk-domestic-mill-prices,Light letter,December,2012,125 - 135
uk-domestic-mill-prices,White letter,January,2012,145 - 150
uk-domestic-mill-prices,White letter,February,2012,145 - 150
uk-domestic-mill-prices,White letter,March,2012,145 - 155
uk-domestic-mill-prices,White letter,April,2012,145 - 150
uk-domestic-mill-prices,White letter,May,2012,130 - 135
uk-domestic-mill-prices,White letter,June,2012,135 - 145
uk-domestic-mill-prices,White letter,July,2012,135 - 145
uk-domestic-mill-prices,White letter,August,2012,135 - 140
uk-domestic-mill-prices,White letter,September,2012,135 - 140
uk-domestic-mill-prices,White letter,October,2012,140 - 145
uk-domestic-mill-prices,White letter,November,2012,140 - 145
uk-domestic-mill-prices,White letter,December,2012,140 - 145
uk-domestic-mill-prices,Mixed papers,January,2013,48 - 58
uk-domestic-mill-prices,Mixed papers,February,2013,38 - 60
uk-domestic-mill-prices,Mixed papers,March,2013,48 - 62
uk-domestic-mill-prices,Mixed papers,April,2013,45 - 65
uk-domestic-mill-prices,Mixed papers,May,2013,47 - 60
uk-domestic-mill-prices,Mixed papers,June,2013,45 - 60
uk-domestic-mill-prices,Mixed papers,July,2013,47 - 60
uk-domestic-mill-prices,Mixed papers,August,2013,50 - 60
uk-domestic-mill-prices,Mixed papers,September,2013,45 - 62
uk-domestic-mill-prices,Mixed papers,October,2013,45 - 68
uk-domestic-mill-prices,Mixed papers,November,2013,43 - 70
uk-domestic-mill-prices,Mixed papers,December,2013,40 - 65
uk-domestic-mill-prices,Old KLS (cardboard),January,2013,62 - 75
uk-domestic-mill-prices,Old KLS (cardboard),February,2013,64 - 77
uk-domestic-mill-prices,Old KLS (cardboard),March,2013,65 - 82
uk-domestic-mill-prices,Old KLS (cardboard),April,2013,65 - 80
uk-domestic-mill-prices,Old KLS (cardboard),May,2013,62 - 79
uk-domestic-mill-prices,Old KLS (cardboard),June,2013,65 - 80
uk-domestic-mill-prices,Old KLS (cardboard),July,2013,65 - 80
uk-domestic-mill-prices,Old KLS (cardboard),August,2013,65 - 80
uk-domestic-mill-prices,Old KLS (cardboard),September,2013,68 - 80
uk-domestic-mill-prices,Old KLS (cardboard),October,2013,66 - 78
uk-domestic-mill-prices,Old KLS (cardboard),November,2013,66 - 78
uk-domestic-mill-prices,Old KLS (cardboard),December,2013,62 - 75
uk-domestic-mill-prices,News and pams,January,2013,82 - 90
uk-domestic-mill-prices,News and pams,February,2013,80 - 85
uk-domestic-mill-prices,News and pams,March,2013,85 - 90
uk-domestic-mill-prices,News and pams,April,2013,90 - 95
uk-domestic-mill-prices,News and pams,May,2013,85 - 90
uk-domestic-mill-prices,News and pams,June,2013,90 - 95
uk-domestic-mill-prices,News and pams,July,2013,95 - 100
uk-domestic-mill-prices,News and pams,August,2013,98 - 103
uk-domestic-mill-prices,News and pams,September,2013,100 - 105
uk-domestic-mill-prices,News and pams,October,2013,95 - 100
uk-domestic-mill-prices,News and pams,November,2013,95 - 100
uk-domestic-mill-prices,News and pams,December,2013,90 - 95
uk-domestic-mill-prices,Over-issue news,January,2013,93 - 100
uk-domestic-mill-prices,Over-issue news,February,2013,90 - 95
uk-domestic-mill-prices,Over-issue news,March,2013,85 - 100
uk-domestic-mill-prices,Over-issue news,April,2013,95 - 103
uk-domestic-mill-prices,Over-issue news,May,2013,98 - 105
uk-domestic-mill-prices,Over-issue news,June,2013,100 - 105
uk-domestic-mill-prices,Over-issue news,July,2013,105 - 110
uk-domestic-mill-prices,Over-issue news,August,2013,100 - 10
uk-domestic-mill-prices,Over-issue news,September,2013,105 - 113
uk-domestic-mill-prices,Over-issue news,October,2013,103 - 110
uk-domestic-mill-prices,Over-issue news,November,2013,100 - 110
uk-domestic-mill-prices,Over-issue news,December,2013,93 - 105
uk-domestic-mill-prices,Sorted office waste,January,2013,98 - 108
uk-domestic-mill-prices,Sorted office waste,February,2013,105 - 115
uk-domestic-mill-prices,Sorted office waste,March,2013,110 - 116
uk-domestic-mill-prices,Sorted office waste,April,2013,111 - 116
uk-domestic-mill-prices,Sorted office waste,May,2013,111 - 116
uk-domestic-mill-prices,Sorted office waste,June,2013,110 - 115
uk-domestic-mill-prices,Sorted office waste,July,2013,108 - 113
uk-domestic-mill-prices,Sorted office waste,August,2013,107 - 112
uk-domestic-mill-prices,Sorted office waste,September,2013,105 - 112
uk-domestic-mill-prices,Sorted office waste,October,2013,107 - 115
uk-domestic-mill-prices,Sorted office waste,November,2013,108 - 115
uk-domestic-mill-prices,Sorted office waste,December,2013,106 - 114
uk-domestic-mill-prices,Coloured best pams,January,2013,98 - 108
uk-domestic-mill-prices,Coloured best pams,February,2013,107 - 115
uk-domestic-mill-prices,Coloured best pams,March,2013,112 - 117
uk-domestic-mill-prices,Coloured best pams,April,2013,114 - 118
uk-domestic-mill-prices,Coloured best pams,May,2013,113 - 117
uk-domestic-mill-prices,Coloured best pams,June,2013,113 - 116
uk-domestic-mill-prices,Coloured best pams,July,2013,113 - 116
uk-domestic-mill-prices,Coloured best pams,August,2013,112 - 115
uk-domestic-mill-prices,Coloured best pams,September,2013,106 - 111
uk-domestic-mill-prices,Coloured best pams,October,2013,109 - 116
uk-domestic-mill-prices,Coloured best pams,November,2013,109 - 116
uk-domestic-mill-prices,Coloured best pams,December,2013,107 - 115
uk-domestic-mill-prices,Multigrade,January,2013,103 - 110
uk-domestic-mill-prices,Multigrade,February,2013,107 - 115
uk-domestic-mill-prices,Multigrade,March,2013,110 - 120
uk-domestic-mill-prices,Multigrade,April,2013,115 - 120
uk-domestic-mill-prices,Multigrade,May,2013,116 - 120
uk-domestic-mill-prices,Multigrade,June,2013,115 - 120
uk-domestic-mill-prices,Multigrade,July,2013,112 - 120
uk-domestic-mill-prices,Multigrade,August,2013,110 - 115
uk-domestic-mill-prices,Multigrade,September,2013,107 - 115
uk-domestic-mill-prices,Multigrade,October,2013,110 - 118
uk-domestic-mill-prices,Multigrade,November,2013,110 - 117
uk-domestic-mill-prices,Multigrade,December,2013,110 - 117
uk-domestic-mill-prices,Light letter,January,2013,125 - 130
uk-domestic-mill-prices,Light letter,February,2013,130 - 137
uk-domestic-mill-prices,Light letter,March,2013,130 - 135
uk-domestic-mill-prices,Light letter,April,2013,135 - 140
uk-domestic-mill-prices,Light letter,May,2013,135 - 142
uk-domestic-mill-prices,Light letter,June,2013,135 - 140
uk-domestic-mill-prices,Light letter,July,2013,135 - 140
uk-domestic-mill-prices,Light letter,August,2013,135 - 140
uk-domestic-mill-prices,Light letter,September,2013,135 - 140
uk-domestic-mill-prices,Light letter,October,2013,135 - 145
uk-domestic-mill-prices,Light letter,November,2013,125 - 135
uk-domestic-mill-prices,Light letter,December,2013,125 - 130
uk-domestic-mill-prices,White letter,January,2013,145 - 150
uk-domestic-mill-prices,White letter,February,2013,145 - 153
uk-domestic-mill-prices,White letter,March,2013,150 - 155
uk-domestic-mill-prices,White letter,April,2013,152 - 157
uk-domestic-mill-prices,White letter,May,2013,150 - 160
uk-domestic-mill-prices,White letter,June,2013,145 - 158
uk-domestic-mill-prices,White letter,July,2013,150 - 160
uk-domestic-mill-prices,White letter,August,2013,150 - 160
uk-domestic-mill-prices,White letter,September,2013,152 - 160
uk-domestic-mill-prices,White letter,October,2013,155 - 168
uk-domestic-mill-prices,White letter,November,2013,155 - 165
uk-domestic-mill-prices,White letter,December,2013,150 - 160
uk-domestic-mill-prices,Mixed papers,January,2014,45 - 65
uk-domestic-mill-prices,Mixed papers,February,2014,45 - 61
uk-domestic-mill-prices,Mixed papers,March,2014,45 - 57
uk-domestic-mill-prices,Mixed papers,April,2014,38 - 57
uk-domestic-mill-prices,Mixed papers,May,2014,43 - 56
uk-domestic-mill-prices,Mixed papers,June,2014,42 - 53
uk-domestic-mill-prices,Mixed papers,July,2014,35 - 52
uk-domestic-mill-prices,Mixed papers,August,2014,34 - 52
uk-domestic-mill-prices,Mixed papers,September,2014,35 - 55
uk-domestic-mill-prices,Mixed papers,October,2014,33 - 55
uk-domestic-mill-prices,Mixed papers,November,2014,36 - 53
uk-domestic-mill-prices,Mixed papers,December,2014,33 - 53
uk-domestic-mill-prices,Old KLS (cardboard),January,2014,63 - 78
uk-domestic-mill-prices,Old KLS (cardboard),February,2014,60 - 76
uk-domestic-mill-prices,Old KLS (cardboard),March,2014,60 - 72
uk-domestic-mill-prices,Old KLS (cardboard),April,2014,60 - 72
uk-domestic-mill-prices,Old KLS (cardboard),May,2014,62 - 70
uk-domestic-mill-prices,Old KLS (cardboard),June,2014,60 - 68
uk-domestic-mill-prices,Old KLS (cardboard),July,2014,62 - 70
uk-domestic-mill-prices,Old KLS (cardboard),August,2014,62 - 70
uk-domestic-mill-prices,Old KLS (cardboard),September,2014,62 - 72
uk-domestic-mill-prices,Old KLS (cardboard),October,2014,60 - 72
uk-domestic-mill-prices,Old KLS (cardboard),November,2014,58 - 70
uk-domestic-mill-prices,Old KLS (cardboard),December,2014,57 - 69
uk-domestic-mill-prices,News and pams,January,2014,90 - 93
uk-domestic-mill-prices,News and pams,February,2014,88 - 93
uk-domestic-mill-prices,News and pams,March,2014,83 - 88
uk-domestic-mill-prices,News and pams,April,2014,83 - 90
uk-domestic-mill-prices,News and pams,May,2014,83 - 90
uk-domestic-mill-prices,News and pams,June,2014,85 - 90
uk-domestic-mill-prices,News and pams,July,2014,80 - 90
uk-domestic-mill-prices,News and pams,August,2014,82 - 90
uk-domestic-mill-prices,News and pams,September,2014,82 - 90
uk-domestic-mill-prices,News and pams,October,2014,80 - 90
uk-domestic-mill-prices,News and pams,November,2014,75 - 85
uk-domestic-mill-prices,News and pams,December,2014,69 - 80
uk-domestic-mill-prices,Over-issue news,January,2014,90 - 100
uk-domestic-mill-prices,Over-issue news,February,2014,90 - 98
uk-domestic-mill-prices,Over-issue news,March,2014,90 - 94
uk-domestic-mill-prices,Over-issue news,April,2014,94 - 98
uk-domestic-mill-prices,Over-issue news,May,2014,95 - 102
uk-domestic-mill-prices,Over-issue news,June,2014,95 - 100
uk-domestic-mill-prices,Over-issue news,July,2014,90 - 95
uk-domestic-mill-prices,Over-issue news,August,2014,90 - 95
uk-domestic-mill-prices,Over-issue news,September,2014,90 - 95
uk-domestic-mill-prices,Over-issue news,October,2014,85 - 90
uk-domestic-mill-prices,Over-issue news,November,2014,83 - 88
uk-domestic-mill-prices,Over-issue news,December,2014,77 - 85
uk-domestic-mill-prices,Sorted office waste,January,2014,107 - 114
uk-domestic-mill-prices,Sorted office waste,February,2014,114 - 118
uk-domestic-mill-prices,Sorted office waste,March,2014,116 - 120
uk-domestic-mill-prices,Sorted office waste,April,2014,117 - 122
uk-domestic-mill-prices,Sorted office waste,May,2014,117 - 122
uk-domestic-mill-prices,Sorted office waste,June,2014,117 - 124
uk-domestic-mill-prices,Sorted office waste,July,2014,120 - 125
uk-domestic-mill-prices,Sorted office waste,August,2014,122 - 127
uk-domestic-mill-prices,Sorted office waste,September,2014,123 - 127
uk-domestic-mill-prices,Sorted office waste,October,2014,124 - 128
uk-domestic-mill-prices,Sorted office waste,November,2014,124 - 128
uk-domestic-mill-prices,Sorted office waste,December,2014,130 - 136
uk-domestic-mill-prices,Coloured best pams,January,2014,106 - 112
uk-domestic-mill-prices,Coloured best pams,February,2014,112 - 116
uk-domestic-mill-prices,Coloured best pams,March,2014,113 - 116
uk-domestic-mill-prices,Coloured best pams,April,2014,115 - 118
uk-domestic-mill-prices,Coloured best pams,May,2014,116 - 118
uk-domestic-mill-prices,Coloured best pams,June,2014,116 - 120
uk-domestic-mill-prices,Coloured best pams,July,2014,118 - 122
uk-domestic-mill-prices,Coloured best pams,August,2014,120 - 124
uk-domestic-mill-prices,Coloured best pams,September,2014,122 - 125
uk-domestic-mill-prices,Coloured best pams,October,2014,123 - 126
uk-domestic-mill-prices,Coloured best pams,November,2014,124 - 126
uk-domestic-mill-prices,Coloured best pams,December,2014,127 - 131
uk-domestic-mill-prices,Multigrade,January,2014,110 - 115
uk-domestic-mill-prices,Multigrade,February,2014,113 - 117
uk-domestic-mill-prices,Multigrade,March,2014,115 - 118
uk-domestic-mill-prices,Multigrade,April,2014,117 - 121
uk-domestic-mill-prices,Multigrade,May,2014,118 - 122
uk-domestic-mill-prices,Multigrade,June,2014,118 - 124
uk-domestic-mill-prices,Multigrade,July,2014,119 - 124
uk-domestic-mill-prices,Multigrade,August,2014,121 - 126
uk-domestic-mill-prices,Multigrade,September,2014,122 - 126
uk-domestic-mill-prices,Multigrade,October,2014,123 - 128
uk-domestic-mill-prices,Multigrade,November,2014,124 - 129
uk-domestic-mill-prices,Multigrade,December,2014,125 - 129
uk-domestic-mill-prices,Light letter,January,2014,125 - 130
uk-domestic-mill-prices,Light letter,February,2014,127 - 130
uk-domestic-mill-prices,Light letter,March,2014,128 - 133
uk-domestic-mill-prices,Light letter,April,2014,130 - 135
uk-domestic-mill-prices,Light letter,May,2014,133 - 138
uk-domestic-mill-prices,Light letter,June,2014,133 - 138
uk-domestic-mill-prices,Light letter,July,2014,135 - 140
uk-domestic-mill-prices,Light letter,August,2014,135 - 140
uk-domestic-mill-prices,Light letter,September,2014,135 - 140
uk-domestic-mill-prices,Light letter,October,2014,135 - 140
uk-domestic-mill-prices,Light letter,November,2014,135 - 140
uk-domestic-mill-prices,Light letter,December,2014,135 - 140
uk-domestic-mill-prices,White letter,January,2014,150 - 160
uk-domestic-mill-prices,White letter,February,2014,155 - 160
uk-domestic-mill-prices,White letter,March,2014,155 - 160
uk-domestic-mill-prices,White letter,April,2014,155 - 165
uk-domestic-mill-prices,White letter,May,2014,158 - 165
uk-domestic-mill-prices,White letter,June,2014,160 - 167
uk-domestic-mill-prices,White letter,July,2014,165 - 175
uk-domestic-mill-prices,White letter,August,2014,165 - 175
uk-domestic-mill-prices,White letter,September,2014,165 - 175
uk-domestic-mill-prices,White letter,October,2014,165 - 175
uk-domestic-mill-prices,White letter,November,2014,165 - 175
uk-domestic-mill-prices,White letter,December,2014,165 - 175
uk-domestic-mill-prices,Mixed papers,January,2015,35 - 50
uk-domestic-mill-prices,Mixed papers,February,2015,32 - 47
uk-domestic-mill-prices,Mixed papers,March,2015,25 - 45
uk-domestic-mill-prices,Mixed papers,April,2015,28 - 48
uk-domestic-mill-prices,Mixed papers,May,2015,32 - 54
uk-domestic-mill-prices,Mixed papers,June,2015,46 - 60
uk-domestic-mill-prices,Mixed papers,July,2015,46 - 60
uk-domestic-mill-prices,Mixed papers,August,2015,45 - 57
uk-domestic-mill-prices,Mixed papers,September,2015,45 - 56
uk-domestic-mill-prices,Mixed papers,October,2015,45 - 55
uk-domestic-mill-prices,Mixed papers,November,2015,45 - 55
uk-domestic-mill-prices,Mixed papers,December,2015,46 - 56
uk-domestic-mill-prices,Old KLS (cardboard),January,2015,57 - 70
uk-domestic-mill-prices,Old KLS (cardboard),February,2015,57 - 69
uk-domestic-mill-prices,Old KLS (cardboard),March,2015,57 - 69
